<2024-03-29 11:08:24,022> [DEBUG]: Using proactor: IocpProactor
<2024-03-29 16:57:35,027> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:35,432> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:36,427> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:36,830> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:37,854> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:38,260> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:39,260> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:39,667> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:40,672> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:41,077> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:42,075> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:42,589> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:43,064> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 13;)
<2024-03-29 16:57:43,587> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:44,031> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:45,048> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:45,453> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:46,446> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:46,851> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:47,855> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:48,249> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:49,227> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:49,632> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:50,630> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:51,035> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:52,025> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:52,349> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:52,350> [ERROR]: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] Удаленный хост принудительно разорвал существующее подключение
<2024-03-29 16:57:53,355> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:53,755> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:54,781> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:55,184> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:56,174> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:56,667> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:57,661> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:58,065> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:57:59,055> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:57:59,458> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:00,460> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:00,868> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:01,857> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:02,347> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:03,372> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:03,745> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:04,742> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:05,162> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:06,153> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:06,573> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:07,572> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:07,980> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:08,978> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:09,382> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:10,398> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:10,756> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:11,761> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:12,163> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:13,157> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:13,639> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:14,630> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:15,034> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:16,037> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:16,439> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:17,434> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:17,841> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:18,834> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:19,240> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:20,242> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:20,644> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:21,666> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:22,069> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:23,058> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:23,463> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:24,466> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:24,870> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:25,860> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:26,264> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:27,280> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:27,833> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:28,856> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:29,261> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:30,256> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:30,666> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:31,662> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:32,068> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:33,082> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:33,780> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:34,003> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 17;)
<2024-03-29 16:58:34,791> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:35,235> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:36,231> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:36,781> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:37,778> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:38,183> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:39,184> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:39,593> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:40,625> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:41,025> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:42,023> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:42,348> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:42,348> [ERROR]: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] Удаленный хост принудительно разорвал существующее подключение
<2024-03-29 16:58:43,347> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:43,945> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:44,461> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 13;)
<2024-03-29 16:58:44,942> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:45,384> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:46,402> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:46,884> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:47,902> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:48,306> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:49,306> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:49,714> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:50,713> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:51,118> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:52,100> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:52,538> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:53,541> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:53,946> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:54,948> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:55,351> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:56,367> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:56,712> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:57,726> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:58,129> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:58:59,132> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:58:59,537> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:00,536> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:00,944> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:01,948> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:02,351> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:03,370> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:03,772> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:04,789> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:05,214> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:06,211> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:06,616> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:07,619> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:08,023> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:09,027> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:09,447> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:10,441> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:10,801> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:11,800> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:12,206> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:13,209> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:13,719> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:14,710> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:15,188> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:16,179> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:16,675> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:17,691> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:18,094> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:19,123> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:19,523> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:20,542> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:20,944> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:21,930> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:22,432> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:22,833> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 23;)
<2024-03-29 16:59:23,430> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:23,860> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:24,855> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:25,269> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:26,288> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:26,696> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:27,688> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:28,059> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:29,051> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:29,458> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:30,459> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:30,868> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:30,872> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 27;)
<2024-03-29 16:59:31,861> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:32,263> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:33,282> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:33,764> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:34,754> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:35,160> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:36,166> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:36,723> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:37,746> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:38,167> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:39,160> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:39,574> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:40,574> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:40,981> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:41,978> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:42,335> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:42,335> [ERROR]: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] Удаленный хост принудительно разорвал существующее подключение
<2024-03-29 16:59:43,339> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:43,741> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:44,723> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:45,130> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:46,135> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:46,548> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:47,574> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:47,983> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:48,980> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:49,384> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:50,387> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:50,879> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:51,905> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:52,308> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:53,324> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:53,728> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:54,720> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:55,132> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:56,131> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:56,537> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:57,531> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:57,935> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 16:59:58,927> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 16:59:59,332> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:00,336> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:00,738> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:01,724> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:02,144> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:03,169> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:03,573> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:04,575> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:04,980> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:05,979> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:06,392> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:07,421> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:07,825> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:08,816> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:09,220> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:10,219> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:10,707> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:11,716> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:12,121> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:13,106> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:13,509> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:14,510> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:14,911> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:15,912> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:16,321> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:17,292> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 24;)
<2024-03-29 17:00:17,772> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:18,212> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:19,210> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:19,616> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:20,620> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:21,049> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:22,056> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:22,462> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:23,480> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:23,881> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:24,882> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:25,287> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:26,288> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:26,694> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:27,695> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:28,100> [DEBUG]: services.scheduler.process_files: 0 files to processed
